,location,total_sqft,bath,price,bhk,encoded_loc
8310,Mahadevpura,1236.0,2,58.0,2,156
8311,Ramamurthy Nagar,1350.0,2,39.0,3,188
8312,Pai Layout,3800.0,6,175.0,6,179
8313,Haralur Road,4694.0,5,375.0,4,90
8314,Electronic City,1200.0,2,34.66,2,74
8315,Harlur,1225.0,2,56.0,2,91
8316,Thanisandra,1056.0,2,75.0,2,209
8317,9th Phase JP Nagar,1240.0,2,42.85,3,8
8318,Banashankari,1200.0,3,74.52,3,26
8319,Kudlu Gate,1850.0,3,110.0,3,148
8320,others,3150.0,4,180.0,4,230
8321,others,1200.0,1,39.82,1,230
8322,Jigani,918.0,2,56.0,2,113
8323,others,1330.0,2,68.0,3,230
8324,Munnekollal,1540.0,2,70.0,3,164
8325,Lakshminarayana Pura,1200.0,2,80.0,2,153
8326,others,927.0,2,37.0,2,230
8327,Sarjapur,3875.5,4,115.0,4,193
8328,CV Raman Nagar,1400.0,2,78.0,3,53
8329,8th Phase JP Nagar,1510.0,2,80.0,2,7
8330,others,1500.0,3,61.52,3,230
8331,Yelahanka,1142.0,1,42.535,1,226
8332,Vidyaranyapura,1100.0,2,72.0,3,219
8333,others,1200.0,3,68.0,3,230
8334,Hormavu,2282.0,4,115.0,4,100
8335,others,760.0,2,37.49,2,230
8336,Sarjapur,2172.0,3,100.0,3,193
8337,8th Phase JP Nagar,3300.0,3,165.0,3,7
8338,Thubarahalli,1242.0,3,51.0,3,211
8339,Uttarahalli,1245.0,2,43.58,3,216
8340,Kadugodi,1088.0,2,44.0,2,117
8341,Sahakara Nagar,1200.0,2,46.0,2,190
8342,TC Palaya,1995.0,3,100.0,3,207
8343,Haralur Road,1309.0,2,82.0,2,90
8344,others,1250.0,3,42.0,3,230
8345,Hebbal,3520.0,5,240.0,3,92
8346,5th Phase JP Nagar,1041.0,2,54.0,2,4
8347,Sarjapur  Road,1505.0,2,60.0,3,194
8348,Bellandur,1767.0,3,89.0,3,40
8349,Kengeri,1320.0,2,50.0,2,135
8350,others,1280.0,2,68.48,2,230
8351,Thanisandra,1245.0,2,83.05,2,209
8352,Haralur Road,1027.0,1,44.0,2,90
8353,others,1065.0,3,72.0,3,230
8354,Kannamangala,1814.0,3,129.0,3,128
8355,Ramagondanahalli,1610.0,2,112.0,3,187
8356,Kasavanhalli,1600.0,3,79.0,3,130
8357,others,3200.0,4,140.0,3,230
8358,others,1250.0,2,77.13,3,230
8359,others,1475.0,3,75.0,3,230
8360,Electronic City,1353.0,2,75.0,2,74
8361,Electronics City Phase 1,1750.0,3,58.0,3,76
8362,Sahakara Nagar,1270.0,2,96.0,2,190
8363,Thanisandra,2695.0,4,188.0,4,209
8364,others,1330.0,3,65.0,3,230
8365,BTM 2nd Stage,1400.0,2,90.0,2,22
8366,Gubbalala,4000.0,5,195.0,4,84
8367,Kanakpura Road,1700.0,3,75.0,3,127
8368,Kasavanhalli,1585.0,2,90.0,2,130
8369,Kothanur,1385.0,3,67.0,3,146
8370,Electronic City,1128.0,2,67.0,2,74
8371,HSR Layout,1203.0,2,60.0,2,89
8372,Mallasandra,905.0,2,35.0,2,158
8373,Hennur Road,1450.0,3,79.0,3,96
8374,Varthur,1105.0,2,38.0,2,217
8375,Channasandra,1200.0,2,46.13,2,56
8376,Jalahalli,1530.0,2,89.0,3,111
8377,Whitefield,1105.0,2,35.4,2,224
8378,Dasarahalli,1333.0,2,78.56,2,64
8379,Old Madras Road,1530.0,3,76.34,3,177
8380,Margondanahalli,1200.0,2,65.0,2,162
8381,Whitefield,1270.0,2,94.0,2,224
8382,Bellandur,1830.0,3,89.0,3,40
8383,Chandapura,900.0,2,35.0,2,55
8384,others,7000.0,6,560.0,6,230
8385,Bannerghatta Road,1450.0,2,78.0,3,34
8386,others,1525.0,3,65.0,3,230
8387,Mahalakshmi Layout,1080.0,2,67.0,2,157
8388,others,1220.0,2,72.0,2,230
8389,Bommanahalli,1962.5,2,73.17,2,47
8390,others,1500.0,2,60.0,2,230
8391,Koramangala,1355.0,2,95.0,2,144
8392,Electronic City,1070.0,2,57.0,2,74
8393,Bommasandra,842.0,2,30.0,2,48
8394,Bannerghatta Road,700.0,1,31.2,1,34
8395,others,1884.0,3,95.0,3,230
8396,others,1100.0,2,75.0,2,230
8397,Thanisandra,1185.0,2,43.5,2,209
8398,Varthur,2145.0,3,170.0,3,217
8399,Whitefield,1220.0,2,89.0,2,224
8400,6th Phase JP Nagar,1192.0,2,75.0,2,5
8401,Marathahalli,1449.0,3,110.0,3,161
8402,Electronic City,1700.0,3,90.0,3,74
8403,Hebbal,1920.0,3,150.0,3,92
8404,others,1350.0,2,90.0,2,230
8405,others,4800.0,5,350.0,4,230
8406,others,1700.0,3,74.0,3,230
8407,Hoodi,1447.0,3,76.0,2,97
8408,Kanakpura Road,1329.0,2,107.0,2,127
8409,Sarjapur  Road,1314.0,2,70.44,3,194
8410,others,1590.0,2,80.0,3,230
8411,Vittasandra,1246.0,2,67.5,2,223
8412,Dasarahalli,1220.0,2,62.0,2,64
8413,Kaval Byrasandra,1400.0,3,75.0,3,133
8414,Kasavanhalli,1245.0,2,80.0,2,130
8415,others,1495.0,2,63.0,3,230
8416,Gollarapalya Hosahalli,996.0,2,36.5,2,81
8417,Yelahanka New Town,1000.0,2,44.0,2,227
8418,others,1250.0,2,75.0,2,230
8419,Thanisandra,1261.0,2,80.0,3,209
8420,Electronics City Phase 1,1080.0,2,46.0,2,76
8421,others,1230.0,2,50.0,2,230
8422,Horamavu Agara,1220.0,2,39.0,2,98
8423,Green Glen Layout,1750.0,3,105.0,3,83
8424,Whitefield,1436.0,2,62.15,3,224
8425,Varthur,1560.0,3,90.0,3,217
8426,Whitefield,3758.0,3,300.0,3,224
8427,others,1275.0,2,59.0,2,230
8428,others,1040.0,2,36.4,2,230
8429,Bellandur,2400.0,3,115.0,3,40
8430,Kaggalipura,3150.0,5,212.0,4,119
8431,Yelahanka,1765.0,2,53.105,2,226
8432,Hosakerehalli,4500.0,5,145.0,5,102
8433,others,648.0,1,40.0,1,230
8434,Sarjapur  Road,2100.0,3,130.0,3,194
8435,Bommasandra,1365.0,3,52.82,3,48
8436,Chandapura,1200.0,2,52.0,3,55
8437,Cooke Town,1100.0,2,90.0,2,61
8438,7th Phase JP Nagar,1075.0,2,57.0,3,6
8439,Banashankari,1100.0,2,63.0,2,26
8440,others,1320.0,2,58.0,3,230
8441,Kammasandra,1500.0,3,65.0,3,125
8442,Bisuvanahalli,1075.0,2,32.0,3,46
8443,others,1480.0,3,75.48,3,230
8444,Kanakpura Road,1041.0,2,36.44,2,127
8445,others,1128.0,2,48.4,2,230
8446,Hosur Road,1685.0,3,90.0,3,104
8447,others,1180.0,2,65.0,2,230
8448,others,1200.0,2,60.0,2,230
8449,others,1250.0,3,39.5,3,230
8450,others,1000.0,2,45.0,2,230
8451,Varthur,1760.0,2,85.0,2,217
8452,others,975.0,2,55.0,2,230
8453,others,1190.0,2,42.0,2,230
8454,Kudlu,1110.0,2,46.0,2,147
8455,Gunjur,1235.0,2,44.5,2,85
8456,others,1275.0,2,55.0,2,230
8457,Harlur,1197.0,2,76.0,2,91
8458,Begur Road,644.0,1,32.0,1,39
8459,Bellandur,1251.0,2,47.0,2,40
8460,others,1080.0,2,38.0,2,230
8461,Kudlu,2100.0,3,114.0,4,147
8462,NRI Layout,1731.0,3,64.11,3,168
8463,Hormavu,1206.0,2,55.0,2,100
8464,Choodasandra,1560.0,3,78.0,3,60
8465,7th Phase JP Nagar,750.0,1,47.0,1,6
8466,Sarjapur  Road,702.0,1,35.8,1,194
8467,Attibele,1700.0,3,65.0,3,21
8468,HRBR Layout,1145.0,2,68.5,2,88
8469,Ramamurthy Nagar,1208.0,2,43.5,3,188
8470,Brookefield,1589.0,3,74.0,3,51
8471,Yelahanka New Town,1426.0,2,61.5,3,227
8472,Green Glen Layout,1885.0,3,135.0,3,83
8473,Old Madras Road,935.0,2,37.77,2,177
8474,Old Madras Road,1171.0,2,73.0,2,177
8475,Singasandra,1465.0,2,60.0,2,201
8476,Budigere,1820.0,3,95.0,3,52
8477,Raja Rajeshwari Nagar,1580.0,2,66.85,3,184
8478,Whitefield,1452.0,2,46.29,3,224
8479,Hennur Road,1445.0,2,89.56,3,96
8480,others,1170.0,2,39.0,2,230
8481,others,1070.0,2,50.0,2,230
8482,Rachenahalli,2600.0,3,160.0,3,183
8483,others,1532.0,3,59.75,3,230
8484,others,1150.0,2,46.0,2,230
8485,Jakkur,1473.0,2,85.0,2,110
8486,Kathriguppe,1350.0,3,80.99,3,132
8487,Hoodi,1660.0,3,128.0,3,97
8488,Chamrajpet,650.0,2,45.0,2,54
8489,others,1495.0,3,90.0,3,230
8490,R.T. Nagar,1080.0,2,48.0,2,182
8491,Electronic City,1521.0,2,57.5,3,74
8492,others,1053.0,2,51.0,2,230
8493,others,1250.0,3,39.0,3,230
8494,others,1200.0,2,75.0,4,230
8495,Uttarahalli,1000.0,2,39.5,2,216
8496,Bannerghatta Road,1630.0,3,68.0,3,34
8497,Kammasandra,985.0,2,40.5,2,125
8498,BTM 2nd Stage,1200.0,2,70.0,2,22
8499,Ambalipura,1650.0,3,100.0,3,12
8500,Mico Layout,1670.0,3,59.0,3,163
8501,others,1000.0,2,60.0,2,230
8502,others,830.0,2,26.0,2,230
8503,Ramagondanahalli,1200.0,3,56.1,3,187
8504,Begur Road,3700.0,6,122.5,4,39
8505,Nagarbhavi,1635.0,3,85.0,3,169
8506,HSR Layout,1120.0,2,70.0,2,89
8507,others,2750.0,6,200.0,6,230
8508,Harlur,2137.0,3,110.0,3,91
8509,Hennur Road,973.0,2,50.74,2,96
8510,Electronic City,750.0,1,35.0,1,74
8511,Kambipura,883.0,2,49.0,2,123
8512,Ramagondanahalli,2787.0,5,220.0,4,187
8513,others,1470.0,2,60.0,3,230
8514,others,1275.0,2,76.0,2,230
8515,Kothanur,1787.0,3,120.0,3,146
8516,8th Phase JP Nagar,1730.0,5,75.0,5,7
8517,Sarjapur  Road,1320.0,2,110.0,2,194
8518,Yeshwanthpur,1692.0,3,108.0,3,229
8519,Bannerghatta Road,1400.0,3,69.0,3,34
8520,Whitefield,1370.0,2,56.0,2,224
8521,others,1602.0,3,56.0,3,230
8522,others,793.0,1,40.0,1,230
8523,GM Palaya,675.0,1,35.0,1,78
8524,Chikka Tirupathi,3250.0,4,136.0,4,57
8525,Whitefield,1050.0,2,43.0,2,224
8526,Jalahalli East,1035.0,2,42.5,2,112
8527,Sarjapur  Road,1200.0,2,44.0,3,194
8528,Sarjapur  Road,1800.0,3,128.0,3,194
8529,Green Glen Layout,1625.0,3,70.0,3,83
8530,Electronics City Phase 1,1032.0,2,31.99,2,76
8531,Whitefield,1496.0,2,71.81,3,224
8532,others,1100.0,2,38.0,2,230
8533,Kundalahalli,1500.0,3,50.0,3,150
8534,Electronic City Phase II,1125.0,2,32.63,2,75
8535,others,1555.0,3,73.0,3,230
8536,Amruthahalli,1025.0,2,42.0,2,14
8537,others,1630.0,2,130.0,3,230
8538,Arekere,900.0,2,44.5,2,20
8539,Yelahanka,1355.0,2,75.0,3,226
8540,Akshaya Nagar,1200.0,2,45.0,2,11
8541,others,1563.0,3,63.0,3,230
8542,others,1344.0,4,84.0,4,230
8543,5th Phase JP Nagar,812.0,2,42.0,2,4
8544,Basaveshwara Nagar,1200.0,2,70.0,2,36
8545,Yelahanka,3175.0,4,156.0,4,226
8546,Marathahalli,1360.0,2,101.0,2,161
8547,Rachenahalli,1756.0,3,110.0,3,183
8548,8th Phase JP Nagar,1296.0,2,51.83,3,7
8549,Anandapura,1141.0,2,50.0,2,15
8550,Electronic City,1210.0,2,55.0,2,74
8551,Hormavu,1310.0,2,67.0,2,100
8552,Magadi Road,1713.0,2,55.195,3,155
8553,Gubbalala,1745.0,3,140.0,3,84
8554,Raja Rajeshwari Nagar,1050.0,2,37.0,2,184
8555,Electronic City Phase II,1140.0,2,34.0,2,75
8556,Varthur,1210.0,2,54.0,2,217
8557,Kasavanhalli,2035.0,3,142.0,3,130
8558,Amruthahalli,485.0,1,19.5,1,14
8559,others,1200.0,2,82.0,2,230
8560,Sarjapur  Road,2275.0,4,187.0,3,194
8561,others,1419.0,3,85.0,3,230
8562,others,1195.0,2,42.4,2,230
8563,Thanisandra,1884.0,4,117.0,3,209
8564,Bannerghatta Road,905.0,2,58.0,2,34
8565,JP Nagar,1500.0,2,108.0,3,109
8566,others,850.0,1,50.0,1,230
8567,Tindlu,1165.0,2,59.8,2,213
8568,others,933.0,2,55.0,2,230
8569,Hennur Road,1305.0,2,77.0,3,96
8570,Billekahalli,1125.0,2,65.0,2,44
8571,others,865.0,2,33.0,2,230
8572,Jigani,1245.0,3,66.0,3,113
8573,Kalyan nagar,8840.0,2,300.0,2,122
8574,others,1145.0,2,60.0,3,230
8575,AECS Layout,2000.0,3,90.0,3,9
8576,Hosa Road,625.0,1,43.68,1,101
8577,Kundalahalli,1724.0,3,128.0,3,150
8578,Sarjapur  Road,1270.0,2,54.0,3,194
8579,others,1250.0,3,39.5,3,230
8580,Jakkur,1485.0,3,72.0,3,110
8581,7th Phase JP Nagar,990.0,2,50.0,2,6
8582,Kadubeesanahalli,1140.0,2,78.0,2,116
8583,Yelahanka,1756.0,3,125.0,3,226
8584,others,1025.0,2,48.0,2,230
8585,Whitefield,1216.0,2,72.0,2,224
8586,Sarjapur  Road,1026.0,2,60.8,2,194
8587,Kodichikkanahalli,2700.0,4,125.0,5,138
8588,Begur,1411.0,2,60.0,3,38
8589,Kanakpura Road,1320.0,2,39.6,3,127
8590,Bannerghatta,1320.0,2,50.0,2,33
8591,Hebbal,2375.0,4,189.0,4,92
8592,others,1750.0,3,120.0,3,230
8593,TC Palaya,1152.0,2,55.0,2,207
8594,Thanisandra,965.0,2,54.0,2,209
8595,Lingadheeranahalli,1684.0,3,120.0,3,154
8596,Hennur Road,1672.0,3,86.0,3,96
8597,Panathur,1075.0,2,60.0,2,180
8598,Sarjapur,1500.0,5,95.0,3,193
8599,Hebbal,1420.0,2,99.26,2,92
8600,others,750.0,2,40.0,2,230
8601,Yeshwanthpur,1169.0,2,64.08,2,229
8602,Devanahalli,1290.0,2,62.0,3,65
8603,Kengeri,1160.0,2,40.6,2,135
8604,Mysore Road,1500.0,3,70.0,3,166
8605,others,1300.0,3,46.0,3,230
8606,others,2150.0,3,170.0,3,230
8607,5th Block Hbr Layout,5100.0,5,300.0,6,3
8608,Kadugodi,1875.0,2,110.0,3,117
8609,Hulimavu,1260.0,2,82.0,3,105
8610,Kengeri,2500.0,4,100.0,5,135
8611,Begur Road,1241.0,2,64.0,2,39
8612,Sarjapur  Road,1025.0,2,45.5,2,194
8613,Begur,815.0,2,40.0,2,38
8614,Kanakpura Road,2000.0,3,105.0,3,127
8615,others,8500.5,5,300.0,4,230
8616,Sarjapur  Road,1216.0,2,70.0,2,194
8617,Kanakpura Road,1200.0,2,62.0,2,127
8618,Marathahalli,1026.0,2,50.18,2,161
8619,Hulimavu,450.0,1,20.0,1,105
8620,KR Puram,1205.0,2,45.79,2,115
8621,others,1368.0,2,87.0,2,230
8622,Anekal,420.0,1,12.5,1,17
8623,Doddakallasandra,1270.0,2,42.0,2,69
8624,Anekal,614.0,1,28.0,2,17
8625,Margondanahalli,1050.0,2,58.0,2,162
8626,Yelahanka,1408.0,2,58.0,2,226
8627,others,1507.0,3,80.0,3,230
8628,others,1160.0,2,57.0,2,230
8629,others,1200.0,3,70.0,3,230
8630,others,960.0,2,50.0,2,230
8631,NGR Layout,1021.0,2,46.0,2,167
8632,Hegde Nagar,2162.03,4,129.0,3,94
8633,Channasandra,1065.0,2,36.0,2,56
8634,Bannerghatta Road,1465.0,2,75.0,3,34
8635,Marathahalli,1800.0,3,95.0,3,161
8636,others,1175.0,2,83.0,2,230
8637,Sanjay nagar,1050.0,2,59.0,2,191
8638,KR Puram,1827.0,3,97.0,3,115
8639,Thanisandra,1930.0,4,122.0,3,209
8640,Mysore Road,883.0,2,37.0,2,166
8641,Kengeri,550.0,1,16.75,1,135
8642,Kanakapura,1290.0,2,38.69,3,126
8643,Raja Rajeshwari Nagar,1021.0,3,59.0,3,184
8644,Whitefield,1158.0,2,55.0,2,224
8645,Doddaballapur,2400.0,3,200.0,4,68
8646,Munnekollal,1200.0,2,57.9,3,164
8647,JP Nagar,1520.0,3,125.0,3,109
8648,Thanisandra,1087.0,1,38.46,1,209
8649,EPIP Zone,2710.0,3,177.0,3,73
8650,Kenchenahalli,1150.0,2,57.0,2,134
8651,Yelahanka,1101.0,2,37.0,2,226
8652,Hebbal,1252.0,2,92.0,2,92
8653,Marathahalli,1650.0,3,85.0,3,161
8654,Marathahalli,1270.0,2,80.0,2,161
8655,Tumkur Road,992.0,2,70.0,2,214
8656,others,893.0,2,34.5,2,230
8657,Bisuvanahalli,1075.0,2,41.49,3,46
8658,Electronic City,1190.0,2,42.0,2,74
8659,Sarjapur  Road,1814.0,3,63.0,3,194
8660,others,1400.0,3,98.0,3,230
8661,Murugeshpalya,1344.0,2,56.0,3,165
8662,Kanakpura Road,1843.0,3,95.0,3,127
8663,others,1495.0,2,70.0,3,230
8664,Whitefield,1396.0,3,74.0,3,224
8665,Garudachar Palya,1610.0,2,119.0,3,79
8666,Tindlu,1050.0,2,55.0,2,213
8667,others,1410.0,2,43.71,3,230
8668,Ramamurthy Nagar,1050.0,2,37.8,2,188
8669,Kumaraswami Layout,1310.0,2,85.0,3,149
8670,Yelahanka,1104.0,2,58.0,2,226
8671,Hennur Road,1165.0,2,67.0,2,96
8672,Hormavu,1310.0,2,60.0,2,100
8673,others,1052.0,2,52.0,2,230
8674,others,1000.0,2,45.0,2,230
8675,Electronic City,1150.0,2,38.08,2,74
8676,Thanisandra,2019.0,3,70.67,3,209
8677,Varthur,986.0,2,31.0,2,217
8678,Akshaya Nagar,1893.0,4,95.0,3,11
8679,Gollarapalya Hosahalli,1318.0,3,56.0,3,81
8680,Yelahanka,1325.0,2,58.0,3,226
8681,Kereguddadahalli,800.0,2,33.0,2,137
8682,others,1300.0,3,42.25,3,230
8683,others,1300.0,2,60.0,3,230
8684,Ulsoor,2500.0,4,170.0,4,215
8685,Bellandur,1665.0,3,85.0,3,40
8686,Subramanyapura,1800.0,3,80.0,3,205
8687,Harlur,1197.0,2,75.0,2,91
8688,others,1050.0,2,45.0,2,230
8689,Thanisandra,1241.0,2,68.0,3,209
8690,others,1567.0,2,62.0,3,230
8691,Kasavanhalli,1747.0,3,110.0,3,130
8692,Ramagondanahalli,1475.0,2,55.0,3,187
8693,Hennur Road,980.0,2,51.0,2,96
8694,Dasanapura,966.0,2,58.0,2,63
8695,others,2360.0,3,185.0,4,230
8696,Sarjapur  Road,1112.0,2,62.0,2,194
8697,others,1760.0,3,90.0,3,230
8698,Hennur,1830.0,2,113.0,3,95
8699,Yelahanka,1175.0,2,67.77,2,226
8700,Whitefield,1175.0,2,41.0,2,224
8701,Horamavu Banaswadi,1025.0,2,45.0,2,99
8702,Hennur Road,1232.0,2,80.0,2,96
8703,5th Phase JP Nagar,1010.0,2,57.0,2,4
8704,Sarjapur  Road,1273.0,2,60.0,2,194
8705,Battarahalli,1590.0,2,102.0,2,37
8706,others,1100.0,2,58.5,2,230
8707,Yelahanka,1322.0,2,77.9,2,226
8708,7th Phase JP Nagar,1000.0,1,60.0,1,6
8709,Harlur,1755.0,3,117.0,3,91
8710,Electronic City Phase II,1135.0,2,46.0,2,75
8711,Nagavarapalya,1260.0,2,85.5,2,172
8712,Kanakpura Road,1100.0,2,53.0,3,127
8713,Electronic City Phase II,1305.0,3,65.0,3,75
8714,others,1236.0,2,50.0,2,230
8715,Uttarahalli,1125.0,1,45.0,2,216
8716,KR Puram,1075.0,2,32.25,2,115
8717,Thanisandra,2999.97,6,110.0,6,209
8718,Kadugodi,1150.0,2,42.0,2,117
8719,Hennur Road,1085.0,2,43.4,2,96
8720,Thanisandra,1930.0,4,120.0,3,209
8721,others,800.0,1,45.0,2,230
8722,Kumaraswami Layout,2450.0,3,110.0,4,149
8723,Bannerghatta Road,1920.0,3,122.0,3,34
8724,Kothannur,1085.0,2,34.2,2,145
8725,Thanisandra,760.0,1,50.4,1,209
8726,Sahakara Nagar,1201.0,2,80.0,2,190
8727,Electronic City,1615.0,3,97.0,3,74
8728,HSR Layout,1289.0,2,70.0,2,89
8729,Kasavanhalli,1377.0,2,80.0,2,130
8730,Thanisandra,663.0,1,32.82,1,209
8731,Electronic City,1165.0,2,33.65,2,74
8732,Thanisandra,1260.0,2,45.5,2,209
8733,others,1095.0,2,39.0,2,230
8734,others,1050.0,2,65.0,2,230
8735,Seegehalli,1176.0,2,50.0,2,198
8736,Whitefield,1315.0,2,55.0,2,224
8737,NRI Layout,2400.0,2,125.0,2,168
8738,Uttarahalli,1308.0,2,53.0,3,216
8739,Thanisandra,1806.0,6,116.0,3,209
8740,Thanisandra,3671.0,4,220.0,4,209
8741,Hoodi,2144.0,3,140.0,3,97
8742,Hoskote,1065.0,2,33.75,2,103
8743,Balagere,1205.0,2,67.0,2,25
8744,Uttarahalli,1160.0,2,40.58,2,216
8745,others,1200.0,3,56.53,3,230
8746,others,1681.0,3,69.0,3,230
8747,Bommasandra Industrial Area,1130.0,2,32.64,2,49
8748,Kanakpura Road,1843.0,3,90.0,3,127
8749,Bommasandra Industrial Area,1065.0,2,30.75,2,49
8750,Thubarahalli,1885.0,3,85.52,3,211
8751,R.T. Nagar,1500.0,2,45.0,2,182
8752,Panathur,1210.0,2,69.0,2,180
8753,TC Palaya,1126.0,2,39.4,2,207
8754,Rayasandra,1357.0,2,59.0,3,189
8755,Whitefield,1451.0,2,46.4,3,224
8756,Hennur Road,950.0,2,55.0,2,96
8757,Bellandur,960.0,2,48.0,2,40
8758,Kaggalipura,2200.0,4,150.0,3,119
8759,Kanakpura Road,900.0,2,46.29,2,127
8760,others,1080.0,2,38.0,2,230
8761,Hosa Road,1708.0,3,64.05,4,101
8762,Yeshwanthpur,2500.0,5,185.0,6,229
8763,Bellandur,1690.0,2,116.0,3,40
8764,others,2100.0,3,145.0,5,230
8765,others,1269.0,2,97.0,2,230
8766,Haralur Road,1890.0,3,84.0,3,90
8767,Electronic City Phase II,1165.0,2,33.64,2,75
8768,BTM Layout,1196.0,2,56.81,2,23
8769,Old Madras Road,1630.0,3,110.0,3,177
8770,Whitefield,1063.0,2,42.52,2,224
8771,others,1025.0,2,39.98,2,230
8772,Chikkabanavar,1067.0,2,38.0,2,58
8773,Kanakpura Road,1299.0,2,89.63,2,127
8774,Panathur,1343.0,2,76.0,2,180
8775,Electronics City Phase 1,1330.0,2,44.0,3,76
8776,Mallasandra,1524.0,2,72.0,3,158
8777,Lingadheeranahalli,2236.0,4,153.0,4,154
8778,Domlur,2955.0,3,235.0,3,71
8779,others,1410.0,2,45.12,3,230
8780,Balagere,1205.0,2,79.0,2,25
8781,Thyagaraja Nagar,1270.0,2,95.25,3,212
8782,others,1353.0,2,110.0,3,230
8783,others,1200.0,2,68.0,2,230
8784,others,1250.0,2,70.0,3,230
8785,Sarjapur  Road,1157.0,2,69.0,3,194
8786,Kanakapura,1181.0,1,35.475,1,126
8787,Yelahanka,602.0,1,33.0,1,226
8788,Hoodi,1108.0,2,66.46,2,97
8789,Thyagaraja Nagar,1040.0,2,68.0,2,212
8790,Sarjapur,1451.0,2,87.0,2,193
8791,Kanakpura Road,850.0,1,37.32,1,127
8792,others,900.0,2,40.0,2,230
8793,Kudlu,720.0,1,33.0,1,147
8794,Thanisandra,1573.0,3,115.0,3,209
8795,Banashankari Stage III,2100.0,3,147.0,4,28
8796,Sarjapur  Road,1150.0,2,48.5,2,194
8797,Raja Rajeshwari Nagar,1500.0,3,88.0,3,184
8798,Ramagondanahalli,1125.0,2,75.0,2,187
8799,Hennur,2722.0,3,84.205,3,95
8800,Marathahalli,1100.0,2,50.0,2,161
8801,7th Phase JP Nagar,1590.0,2,51.0,2,6
8802,Banaswadi,1105.0,2,57.0,2,31
8803,Thanisandra,1110.0,2,46.5,2,209
8804,Dasanapura,708.0,1,41.0,1,63
8805,others,1600.0,3,100.0,3,230
8806,Thigalarapalya,3122.0,6,250.0,4,210
8807,Sarjapur  Road,1205.0,2,37.0,2,194
8808,5th Phase JP Nagar,1450.0,2,73.0,3,4
8809,others,540.0,1,22.0,1,230
8810,Dasarahalli,1200.0,2,42.0,2,64
8811,Kalena Agrahara,1837.0,2,95.0,3,121
8812,Whitefield,1346.0,2,76.01,2,224
8813,Balagere,1012.0,2,68.0,2,25
8814,others,1125.0,2,55.0,2,230
8815,Kaggadasapura,1500.0,2,60.0,3,118
8816,Harlur,1197.0,2,79.9,2,91
8817,BTM 2nd Stage,1100.0,2,47.0,2,22
8818,others,1563.0,2,52.0,3,230
8819,Sarjapur  Road,1600.0,3,120.0,3,194
8820,Green Glen Layout,1715.0,3,120.0,3,83
8821,Bannerghatta Road,2400.0,4,180.0,4,34
8822,Ramagondanahalli,1151.0,2,42.5,2,187
8823,Uttarahalli,1123.0,2,60.0,2,216
8824,Whitefield,1276.0,2,69.5,2,224
8825,Yelahanka,1315.0,2,77.0,2,226
8826,R.T. Nagar,1325.0,2,52.0,2,182
8827,Varthur,1600.0,3,63.2,3,217
8828,Kodichikkanahalli,1299.0,2,58.0,2,138
8829,Varthur,1000.0,1,65.0,2,217
8830,Mallasandra,1100.0,2,76.3,3,158
8831,Yelahanka,1075.0,2,33.53,3,226
8832,Kanakpura Road,1450.0,3,51.0,3,127
8833,Iblur Village,5515.0,6,425.0,5,107
8834,Bellandur,950.0,1,40.0,1,40
8835,others,1013.0,2,60.0,2,230
8836,Hennur Road,1140.0,2,56.0,2,96
8837,Yelahanka,1430.0,3,61.0,3,226
8838,others,1600.0,3,77.0,3,230
8839,others,1190.0,2,48.0,2,230
8840,others,1625.0,3,95.0,3,230
8841,others,1210.0,2,53.0,2,230
8842,Kalena Agrahara,1180.0,2,85.0,2,121
8843,Nagasandra,1500.0,2,91.0,2,170
8844,Bellandur,850.0,2,45.0,2,40
8845,Kothanur,1130.0,2,55.0,2,146
8846,CV Raman Nagar,907.0,2,38.0,2,53
8847,HRBR Layout,1300.0,2,90.0,2,88
8848,Hennur Road,1891.0,3,110.0,3,96
8849,Hennur Road,1735.0,3,78.0,3,96
8850,Bisuvanahalli,1075.0,2,33.0,3,46
8851,others,1590.0,5,75.0,5,230
8852,others,1160.0,2,55.0,2,230
8853,others,930.0,1,55.0,2,230
8854,Devanahalli,1010.0,2,58.0,2,65
8855,Electronic City,1221.0,2,68.0,2,74
8856,Hoodi,1108.0,2,87.48,2,97
8857,Sarjapur  Road,1370.0,2,70.0,2,194
8858,Banashankari Stage V,920.0,2,41.5,2,29
8859,Bhoganhalli,1277.0,2,79.89,2,43
8860,Horamavu Agara,1213.0,2,38.1,2,98
8861,Singasandra,1653.0,3,85.0,3,201
8862,Sarjapur,2400.0,3,140.0,4,193
8863,Electronics City Phase 1,1321.0,2,40.0,3,76
8864,Kanakpura Road,1570.0,3,68.0,3,127
8865,others,1053.0,2,44.0,2,230
8866,others,1325.0,2,56.0,3,230
8867,others,1169.0,2,50.11,2,230
8868,others,1274.0,2,90.0,2,230
8869,Whitefield,1317.0,2,52.0,2,224
8870,Lakshminarayana Pura,1195.0,2,75.0,2,153
8871,Whitefield,4122.0,4,137.0,4,224
8872,Kammasandra,940.0,2,35.0,2,125
8873,Budigere,1820.0,3,95.5,3,52
8874,Kanakpura Road,1450.0,3,53.6,3,127
8875,Whitefield,1615.0,3,96.9,3,224
8876,Nagarbhavi,2200.0,2,99.0,3,169
8877,Subramanyapura,985.0,2,62.5,2,205
8878,Electronics City Phase 1,1116.0,2,33.0,2,76
8879,Kaggadasapura,1105.0,2,39.5,2,118
